TotalResources,63.908467,70.247164,300
TotalResources,63.908467,70.247164,600
TotalResources,63.908467,70.247164,900
TotalResources,63.361002,69.716064,1200
TotalResources,63.361002,69.716064,1500
TotalResources,63.361002,69.716064,1800
TotalResources,63.106501,69.466164,2100
TotalResources,63.106501,69.466164,2400
TotalResources,63.106501,69.466164,2700
TotalResources,65.239096,73.667324,3000
TotalResources,69.212126,77.373554,3300
TotalResources,75.420517,83.750671,3600
TotalResources,77.205401,85.750861,3900
TotalResources,77.205401,85.750861,4200
TotalResources,77.046401,85.704016,4500
TotalResources,77.046401,85.704016,4800
TotalResources,77.046401,85.704016,5100
TotalResources,77.046401,85.704016,5400
TotalResources,77.046401,85.704016,5700
TotalResources,77.046401,85.704016,6000
TotalResources,77.046401,85.704016,6300
TotalResources,77.046401,85.704016,6600
TotalResources,77.046401,85.704016,6900
TotalResources,77.046402,85.704016,7200
TotalResources,77.046402,85.704016,7500
TotalResources,77.046402,85.704016,7800
TotalResources,77.046402,85.704016,8100
TotalResources,78.597772,88.172879,8400
TotalResources,78.764871,88.751129,8700
TotalResources,78.764871,88.751129,9000
TotalResources,79.483072,88.751129,9300
TotalResources,79.483072,88.751129,9600
TotalResources,79.483072,88.751129,9900
TotalResources,79.483072,88.751129,10200
TotalResources,79.910772,89.063629,10500
TotalResources,79.910771,89.063629,10800
TotalResources,79.910771,89.063629,11100
TotalResources,79.910771,89.063629,11400
TotalResources,79.910771,89.063629,11700
TotalResources,79.910771,89.063629,12000
TotalResources,79.910771,89.063629,12300
TotalResources,79.910771,89.063629,12600
TotalResources,79.910771,89.063629,12900
TotalResources,79.910771,89.063629,13200
TotalResources,79.910771,89.063629,13500
TotalResources,79.910771,89.063629,13800
TotalResources,79.910771,89.063629,14100
TotalResources,79.910771,89.063629,14400
TotalResources,79.910771,89.063629,14700
TotalResources,79.910771,89.063629,15000
TotalResources,79.910771,89.063629,15300
TotalResources,79.910771,89.063629,15600
TotalResources,79.433771,88.126129,15900
TotalResources,79.274772,87.813629,16200
TotalResources,78.797771,86.876129,16500
TotalResources,78.797771,86.876129,16800
TotalResources,78.797771,86.876129,17100
TotalResources,78.797771,86.876129,17400
TotalResources,78.797771,86.876129,17700
TotalResources,78.797771,86.876129,18000
TotalResources,78.797771,86.876129,18300
TotalResources,78.797771,86.876129,18600
TotalResources,78.797771,86.876129,18900
TotalResources,78.797771,86.876129,19200
TotalResources,78.797771,86.876129,19500
TotalResources,78.797771,86.876129,19800
TotalResources,78.797771,86.876129,20100
TotalResources,78.797771,86.876129,20400
TotalResources,78.797771,86.876129,20700
TotalResources,78.797771,86.876129,21000
TotalResources,78.797771,86.876129,21300
TotalResources,78.797771,86.876129,21600
TotalResources,78.797771,86.876129,21900
TotalResources,78.797771,86.876129,22200
