FFD,43,300
FFD,43,600
FFD,43,900
FFD,42,1200
FFD,42,1500
FFD,42,1800
FFD,42,2100
FFD,42,2400
FFD,42,2700
FFD,42,3000
FFD,58,3300
FFD,57,3600
FFD,57,3900
FFD,57,4200
FFD,57,4500
FFD,57,4800
FFD,57,5100
FFD,57,5400
FFD,57,5700
FFD,57,6000
FFD,57,6300
FFD,57,6600
FFD,57,6900
FFD,57,7200
FFD,57,7500
FFD,57,7800
FFD,57,8100
FFD,57,8400
FFD,57,8700
FFD,57,9000
FFD,57,9300
FFD,57,9600
FFD,57,9900
FFD,57,10200
FFD,60,10500
FFD,60,10800
FFD,60,11100
FFD,60,11400
FFD,60,11700
FFD,60,12000
FFD,60,12300
FFD,60,12600
FFD,60,12900
FFD,60,13200
FFD,60,13500
FFD,60,13800
FFD,60,14100
FFD,60,14400
FFD,60,14700
FFD,60,15000
FFD,60,15300
FFD,60,15600
FFD,59,15900
FFD,59,16200
FFD,59,16500
FFD,59,16800
FFD,59,17100
FFD,59,17400
FFD,59,17700
FFD,59,18000
FFD,59,18300
FFD,59,18600
FFD,59,18900
FFD,59,19200
FFD,59,19500
FFD,59,19800
FFD,59,20100
FFD,59,20400
FFD,59,20700
FFD,59,21000
FFD,59,21300
FFD,59,21600
FFD,59,21900
FFD,59,22200
FFD,59,22500
FFD,59,22800
FFD,59,23100
FFD,59,23400
FFD,59,23700
FFD,59,24000
FFD,59,24300
FFD,59,24600
FFD,59,24900
FFD,59,25200
FFD,59,25500
FFD,59,25800
FFD,59,26100
FFD,59,26400
FFD,59,26700
FFD,59,27000
FFD,59,27300
FFD,58,27600
FFD,58,27900
FFD,58,28200
FFD,58,28500
FFD,58,28800
FFD,57,29100
FFD,55,29400
FFD,55,29700
FFD,55,30000
FFD,55,30300
FFD,55,30600
FFD,55,30900
FFD,55,31200
FFD,55,31500
FFD,55,31800
FFD,55,32100
FFD,55,32400
FFD,55,32700
FFD,55,33000
FFD,55,33300
FFD,55,33600
FFD,55,33900
FFD,55,34200
FFD,55,34500
FFD,55,34800
FFD,55,35100
FFD,55,35400
FFD,55,35700
FFD,55,36000
FFD,55,36300
FFD,55,36600
FFD,55,36900
FFD,55,37200
FFD,55,37500
FFD,55,37800
FFD,55,38100
FFD,55,38400
FFD,55,38700
FFD,56,39000
FFD,56,39300
FFD,56,39600
FFD,55,39900
FFD,55,40200
FFD,55,40500
FFD,55,40800
FFD,55,41100
FFD,55,41400
FFD,55,41700
FFD,55,42000
FFD,55,42300
FFD,55,42600
FFD,55,42900
FFD,55,43200
FFD,55,43500
FFD,59,43800
FFD,80,44100
FFD,81,44400
FFD,86,44700
FFD,92,45000
FFD,100,45300
FFD,116,45600
FFD,117,45900
FFD,125,46200
FFD,138,46500
FFD,144,46800
FFD,145,47100
FFD,156,47400
FFD,169,47700
FFD,169,48000
FFD,176,48300
FFD,183,48600
FFD,189,48900
FFD,198,49200
FFD,204,49500
FFD,213,49800
FFD,215,50100
FFD,221,50400
FFD,234,50700
FFD,237,51000
FFD,247,51300
FFD,258,51600
FFD,268,51900
FFD,272,52200
FFD,282,52500
FFD,284,52800
FFD,290,53100
FFD,299,53400
FFD,318,53700
FFD,322,54000
FFD,326,54300
FFD,337,54600
FFD,339,54900
FFD,350,55200
FFD,354,55500
FFD,357,55800
FFD,367,56100
FFD,378,56400
FFD,384,56700
FFD,389,57000
FFD,392,57300
FFD,399,57600
FFD,404,57900
FFD,419,58200
FFD,429,58500
FFD,434,58800
FFD,443,59100
FFD,456,59400
FFD,463,59700
FFD,466,60000
FFD,478,60300
FFD,482,60600
FFD,488,60900
FFD,498,61200
FFD,501,61500
FFD,510,61800
FFD,519,62100
FFD,521,62400
FFD,534,62700
FFD,540,63000
FFD,546,63300
FFD,553,63600
FFD,572,63900
FFD,596,64200
FFD,616,64500
FFD,572,64800
FFD,598,65100
FFD,585,65400
FFD,603,65700
FFD,652,66000
FFD,612,66300
FFD,615,66600
FFD,666,66900
FFD,612,67200
FFD,656,67500
FFD,631,67800
FFD,719,68100
FFD,627,68400
FFD,604,68700
FFD,642,69000
FFD,627,69300
FFD,782,69600
FFD,747,69900
FFD,707,70200
FFD,692,70500
FFD,680,70800
FFD,777,71100
FFD,805,71400
FFD,835,71700
FFD,816,72000
FFD,870,72300
FFD,791,72600
FFD,796,72900
FFD,796,73200
FFD,792,73500
FFD,793,73800
FFD,799,74100
FFD,797,74400
FFD,797,74700
FFD,817,75000
FFD,812,75300
FFD,806,75600
FFD,815,75900
FFD,796,76200
FFD,801,76500
FFD,801,76800
FFD,803,77100
FFD,803,77400
FFD,813,77700
FFD,825,78000
FFD,812,78300
FFD,818,78600
FFD,819,78900
FFD,813,79200
FFD,805,79500
FFD,804,79800
FFD,798,80100
FFD,810,80400
FFD,806,80700
FFD,808,81000
FFD,797,81300
FFD,815,81600
FFD,808,81900
FFD,813,82200
FFD,805,82500
FFD,807,82800
FFD,793,83100
FFD,823,83400
FFD,813,83700
FFD,793,84000
FFD,801,84300
FFD,805,84600
FFD,803,84900
FFD,793,85200
FFD,808,85500
FFD,828,85800
FFD,820,86100
FFD,826,86400
FFD,840,86700
FFD,818,87000
FFD,813,87300
FFD,812,87600
FFD,815,87900
FFD,802,88200
FFD,810,88500
FFD,806,88800
FFD,814,89100
FFD,812,89400
FFD,806,89700
FFD,818,90000
FFD,826,90300
FFD,811,90600
FFD,817,90900
FFD,798,91200
FFD,809,91500
FFD,799,91800
FFD,814,92100
FFD,821,92400
FFD,813,92700
FFD,835,93000
FFD,813,93300
FFD,818,93600
FFD,813,93900
FFD,857,94200
FFD,871,94500
FFD,803,94800
FFD,885,95100
FFD,805,95400
FFD,786,95700
FFD,815,96000
FFD,810,96300
FFD,762,96600
FFD,744,96900
FFD,741,97200
FFD,738,97500
FFD,774,97800
FFD,733,98100
FFD,741,98400
FFD,746,98700
FFD,731,99000
FFD,737,99300
FFD,721,99600
FFD,725,99900
FFD,720,100200
FFD,963,100500
FFD,962,100800
FFD,818,101100
FFD,909,101400
FFD,1064,101700
FFD,1008,102000
FFD,862,102300
FFD,1033,102600
FFD,1056,102900
FFD,841,103200
FFD,1021,103500
FFD,743,103800
FFD,750,104100
FFD,768,104400
FFD,751,104700
FFD,785,105000
FFD,765,105300
FFD,785,105600
FFD,771,105900
FFD,852,106200
FFD,702,106500
FFD,709,106800
FFD,706,107100
FFD,707,107400
FFD,776,107700
FFD,689,108000
FFD,688,108300
FFD,683,108600
FFD,728,108900
FFD,692,109200
FFD,674,109500
FFD,697,109800
FFD,674,110100
FFD,713,110400
FFD,879,110700
FFD,899,111000
FFD,677,111300
FFD,707,111600
FFD,759,111900
FFD,865,112200
FFD,690,112500
FFD,925,112800
FFD,748,113100
FFD,768,113400
FFD,697,113700
FFD,1023,114000
FFD,776,114300
FFD,751,114600
FFD,780,114900
FFD,713,115200
FFD,893,115500
FFD,769,115800
FFD,736,116100
FFD,729,116400
FFD,724,116700
FFD,722,117000
FFD,721,117300
FFD,721,117600
FFD,719,117900
FFD,715,118200
FFD,715,118500
FFD,715,118800
FFD,715,119100
FFD,714,119400
FFD,713,119700
FFD,707,120000
FFD,706,120300
FFD,707,120600
FFD,707,120900
FFD,707,121200
FFD,706,121500
FFD,706,121800
FFD,703,122100
FFD,701,122400
FFD,700,122700
FFD,699,123000
FFD,696,123300
FFD,697,123600
FFD,692,123900
FFD,692,124200
FFD,705,124500
FFD,637,124800
FFD,636,125100
FFD,946,125400
FFD,774,125700
FFD,846,126000
FFD,791,126300
FFD,776,126600
FFD,736,126900
FFD,737,127200
FFD,734,127500
FFD,721,127800
FFD,718,128100
FFD,719,128400
FFD,719,128700
FFD,718,129000
FFD,711,129300
FFD,700,129600
FFD,701,129900
FFD,701,130200
FFD,701,130500
FFD,701,130800
FFD,700,131100
FFD,700,131400
FFD,699,131700
FFD,699,132000
FFD,698,132300
FFD,698,132600
FFD,885,132900
FFD,770,133200
FFD,912,133500
FFD,810,133800
FFD,867,134100
FFD,875,134400
FFD,858,134700
FFD,856,135000
FFD,828,135300
FFD,816,135600
FFD,799,135900
FFD,800,136200
FFD,783,136500
FFD,799,136800
FFD,799,137100
FFD,794,137400
FFD,798,137700
FFD,776,138000
FFD,802,138300
FFD,783,138600
FFD,795,138900
FFD,796,139200
FFD,801,139500
FFD,798,139800
FFD,789,140100
FFD,793,140400
FFD,774,140700
FFD,767,141000
FFD,765,141300
FFD,762,141600
FFD,755,141900
FFD,754,142200
FFD,754,142500
FFD,754,142800
FFD,754,143100
FFD,754,143400
FFD,755,143700
FFD,736,144000
FFD,726,144300
FFD,723,144600
FFD,720,144900
FFD,721,145200
FFD,720,145500
FFD,719,145800
FFD,720,146100
FFD,720,146400
FFD,720,146700
