FFD,88,300
FFD,88,600
FFD,88,900
FFD,87,1200
FFD,88,1500
FFD,92,1800
FFD,91,2100
FFD,93,2400
FFD,93,2700
FFD,93,3000
FFD,93,3300
FFD,93,3600
FFD,93,3900
FFD,93,4200
FFD,93,4500
FFD,94,4800
FFD,94,5100
FFD,94,5400
FFD,94,5700
FFD,94,6000
FFD,94,6300
FFD,94,6600
FFD,94,6900
FFD,94,7200
FFD,94,7500
FFD,94,7800
FFD,94,8100
FFD,94,8400
FFD,95,8700
FFD,94,9000
FFD,94,9300
FFD,94,9600
FFD,94,9900
FFD,94,10200
FFD,94,10500
FFD,94,10800
FFD,94,11100
FFD,94,11400
FFD,94,11700
FFD,94,12000
FFD,94,12300
FFD,94,12600
FFD,93,12900
FFD,93,13200
FFD,93,13500
FFD,93,13800
FFD,93,14100
FFD,93,14400
FFD,93,14700
FFD,93,15000
FFD,93,15300
FFD,93,15600
FFD,101,15900
FFD,101,16200
FFD,101,16500
FFD,101,16800
FFD,101,17100
FFD,101,17400
FFD,101,17700
FFD,101,18000
FFD,101,18300
FFD,101,18600
FFD,101,18900
FFD,101,19200
FFD,101,19500
FFD,101,19800
FFD,101,20100
FFD,102,20400
FFD,102,20700
FFD,102,21000
FFD,102,21300
FFD,102,21600
FFD,102,21900
FFD,102,22200
FFD,102,22500
FFD,102,22800
FFD,102,23100
FFD,102,23400
FFD,102,23700
FFD,102,24000
FFD,102,24300
FFD,102,24600
FFD,102,24900
FFD,102,25200
FFD,102,25500
FFD,102,25800
FFD,102,26100
FFD,102,26400
FFD,102,26700
FFD,102,27000
FFD,102,27300
FFD,102,27600
FFD,102,27900
FFD,102,28200
FFD,102,28500
FFD,102,28800
FFD,95,29100
FFD,95,29400
FFD,95,29700
FFD,95,30000
FFD,95,30300
FFD,95,30600
FFD,95,30900
FFD,95,31200
FFD,95,31500
FFD,95,31800
FFD,95,32100
FFD,95,32400
FFD,95,32700
FFD,95,33000
FFD,95,33300
FFD,95,33600
FFD,95,33900
FFD,95,34200
FFD,95,34500
FFD,95,34800
FFD,95,35100
FFD,95,35400
FFD,100,35700
FFD,100,36000
FFD,100,36300
FFD,100,36600
FFD,100,36900
FFD,99,37200
FFD,99,37500
FFD,100,37800
FFD,100,38100
FFD,100,38400
FFD,99,38700
FFD,100,39000
FFD,100,39300
FFD,100,39600
FFD,100,39900
FFD,100,40200
FFD,100,40500
FFD,100,40800
FFD,100,41100
FFD,100,41400
FFD,99,41700
FFD,99,42000
FFD,99,42300
FFD,99,42600
FFD,99,42900
FFD,99,43200
FFD,99,43500
FFD,109,43800
FFD,115,44100
FFD,128,44400
FFD,133,44700
FFD,144,45000
FFD,155,45300
FFD,167,45600
FFD,173,45900
FFD,186,46200
FFD,197,46500
FFD,206,46800
FFD,214,47100
FFD,222,47400
FFD,233,47700
FFD,242,48000
FFD,255,48300
FFD,262,48600
FFD,272,48900
FFD,294,49200
FFD,306,49500
