Up,110,1.285587,1.919927,43200
Up,120,1.398044,1.977532,43500
Up,130,1.306846,1.892443,43800
Up,140,1.489707,2.069505,44100
Up,150,1.349930,1.921238,44400
Up,160,1.396394,1.999775,44700
Up,170,1.402986,1.978809,45000
Up,180,1.411276,1.990263,45300
Up,190,1.409068,1.985580,45600
Up,200,1.399195,1.971056,45900
Up,210,1.400042,1.996617,46200
Up,220,1.437688,2.019703,46500
Up,230,1.343355,1.922052,46800
Up,240,1.355146,1.927037,47100
Up,250,1.345312,1.919350,47400
Up,260,1.302829,1.879341,47700
Up,270,1.306394,1.881313,48000
Up,280,1.370405,1.934029,48300
Up,290,1.326582,1.923078,48600
Up,300,1.315122,1.899685,48900
Up,310,1.299102,1.873419,49200
Up,320,1.281142,1.849687,49500
Up,330,1.317046,1.905936,49800
Up,340,1.349074,1.935933,50100
Up,350,1.285572,1.865647,50400
Up,360,1.269373,1.838375,50700
Up,370,1.342084,1.912514,51000
Up,380,1.342428,1.927498,51300
Up,390,1.323228,1.905193,51600
Up,400,1.352603,1.931786,51900
Up,410,1.343296,1.947433,52200
Up,420,1.329516,1.932205,52500
Up,430,1.372637,1.976203,52800
Up,440,1.362886,1.966280,53100
Up,450,1.370852,1.974919,53400
Up,460,1.369883,1.979389,53700
Up,470,1.373520,1.967483,54000
Up,480,1.362339,1.954677,54300
Up,490,1.370887,1.969532,54600
Up,500,1.359251,1.954747,54900
Up,510,1.352623,1.953201,55200
Up,520,1.341728,1.946311,55500
Up,530,1.349721,1.959389,55800
Up,540,1.348730,1.959636,56100
Up,550,1.361633,1.966730,56400
Up,560,1.337241,1.950764,56700
Up,570,1.350528,1.961451,57000
Up,580,1.348550,1.963481,57300
Up,590,1.314225,1.923587,57600
Up,600,1.316658,1.926147,57900
Up,610,1.834115,2.411942,58200
Up,620,1.358298,1.956930,58500
Up,630,1.322897,1.957294,58800
Up,640,1.713666,2.430159,59100
Up,650,1.416873,2.006855,59400
Up,660,1.583294,2.269466,59700
Up,670,1.927430,2.375581,60000
Up,680,1.632977,2.239612,60300
Up,690,1.425367,2.045846,60600
Up,700,1.339564,1.972786,60900
Up,710,1.535338,2.042727,61200
Up,720,1.408813,1.993860,61500
Up,730,1.629999,2.042886,61800
Up,740,1.827710,2.213366,62100
Up,750,1.775803,2.078641,62400
Up,760,1.889275,1.951871,761400
Up,770,1.887505,1.933976,761700
Up,780,1.885780,1.916539,762000
Up,790,1.885993,1.899907,762300
Up,800,1.884331,1.883333,762600
Up,810,1.881843,1.866211,762900
Up,820,1.863169,1.844852,763200
Up,830,1.861841,1.829539,763500
Up,840,1.861066,1.814592,763800
Up,850,2.133914,2.183296,764100
Up,860,1.931537,1.934872,764400
Up,870,2.012449,2.030022,764700
Up,880,2.097873,2.076650,765000
Up,890,2.171250,2.077259,765300
Up,900,2.283930,2.242025,765600
Up,910,1.183668,1.579540,912300
Up,920,1.202582,1.567988,912600
Up,930,2.082555,2.522038,912900
Up,940,1.521019,1.958305,913200
Up,950,2.024161,2.620437,913500
Up,960,1.849446,2.159063,913800
Up,970,2.089989,2.355428,914100
Up,980,1.773026,2.180525,914400
Up,990,2.164681,2.597403,914700
Up,1000,1.829073,2.094257,915000
Up,1010,1.496785,1.773653,915300
Up,1020,1.516178,1.852137,915600
Up,1030,1.496360,1.811991,915900
Up,1040,2.073723,2.501930,916200
Up,1050,1.473637,1.803137,1639200
Up,1060,1.486032,1.790999,1639500
Up,1070,1.499416,1.779302,1639800
Up,1080,1.507632,1.771303,1640100
Up,1090,1.684957,2.037286,1640400
Up,1100,1.541834,1.752135,1640700
Up,1110,1.595450,1.860256,1641000
Up,1120,1.619025,2.015296,1641300
Up,1130,1.567176,1.717019,1641600
Up,1140,1.963841,2.272832,1641900
Up,1150,2.138755,2.677632,1642200
Up,1160,1.656317,2.045117,1642500
Up,1170,2.112714,2.310754,1642800
Up,1180,1.817948,2.111675,1643100
