188,300
191,600
191,900
191,1200
190,1500
194,1800
193,2100
191,2400
199,2700
196,3000
193,3300
191,3600
192,3900
192,4200
192,4500
193,4800
190,5100
191,5400
190,5700
189,6000
190,6300
190,6600
190,6900
191,7200
191,7500
190,7800
191,8100
190,8400
192,8700
192,9000
190,9300
189,9600
189,9900
188,10200
191,10500
190,10800
190,11100
189,11400
189,11700
187,12000
187,12300
188,12600
191,12900
192,13200
192,13500
194,13800
193,14100
193,14400
197,14700
195,15000
193,15300
190,15600
189,15900
189,16200
192,16500
194,16800
194,17100
191,17400
192,17700
194,18000
191,18300
192,18600
192,18900
192,19200
194,19500
195,19800
195,20100
195,20400
194,20700
195,21000
194,21300
197,21600
194,21900
197,22200
196,22500
196,22800
198,23100
197,23400
195,23700
196,24000
194,24300
195,24600
194,24900
193,25200
192,25500
192,25800
195,26100
193,26400
198,26700
192,27000
194,27300
197,27600
198,27900
198,28200
198,28500
201,28800
173,29100
203,29400
203,29700
203,30000
205,30300
202,30600
205,30900
204,31200
203,31500
204,31800
203,32100
198,32400
200,32700
211,33000
209,33300
210,33600
206,33900
202,34200
201,34500
199,34800
199,35100
200,35400
203,35700
203,36000
205,36300
203,36600
204,36900
202,37200
200,37500
200,37800
203,38100
201,38400
205,38700
206,39000
206,39300
203,39600
207,39900
207,40200
208,40500
205,40800
205,41100
205,41400
210,41700
207,42000
206,42300
205,42600
208,42900
207,43200
207,43500
206,43800
207,44100
207,44400
206,44700
207,45000
206,45300
205,45600
205,45900
205,46200
206,46500
207,46800
206,47100
206,47400
201,47700
203,48000
212,48300
210,48600
205,48900
204,49200
204,49500
202,49800
203,50100
201,50400
201,50700
209,51000
208,51300
208,51600
208,51900
179,52200
205,52500
201,52800
198,53100
199,53400
201,53700
199,54000
201,54300
200,54600
199,54900
198,55200
198,55500
198,55800
200,56100
199,56400
199,56700
197,57000
197,57300
196,57600
202,57900
201,58200
201,58500
204,58800
202,59100
203,59400
203,59700
201,60000
202,60300
199,60600
197,60900
199,61200
198,61500
198,61800
199,62100
196,62400
195,62700
195,63000
199,63300
199,63600
199,63900
203,64200
201,64500
204,64800
203,65100
203,65400
204,65700
203,66000
201,66300
203,66600
204,66900
203,67200
204,67500
204,67800
203,68100
202,68400
202,68700
201,69000
198,69300
200,69600
201,69900
201,70200
202,70500
202,70800
203,71100
205,71400
208,71700
209,72000
208,72300
204,72600
204,72900
205,73200
202,73500
204,73800
209,74100
204,74400
209,74700
214,75000
212,75300
209,75600
207,75900
207,76200
206,76500
206,76800
206,77100
206,77400
209,77700
211,78000
208,78300
212,78600
208,78900
209,79200
207,79500
206,79800
206,80100
208,80400
208,80700
207,81000
205,81300
209,81600
207,81900
208,82200
206,82500
207,82800
204,83100
211,83400
208,83700
204,84000
206,84300
207,84600
208,84900
206,85200
202,85500
206,85800
204,86100
207,86400
210,86700
205,87000
204,87300
205,87600
204,87900
207,88200
204,88500
202,88800
