Up,110,0.841589,1.319245,43200
Up,120,1.041516,1.533211,43500
Up,130,0.986141,1.476518,43800
Up,140,0.995328,1.480910,44100
Up,150,0.983592,1.465330,44400
Up,160,1.011405,1.515660,44700
Up,170,0.957691,1.452194,45000
Up,180,0.969323,1.478504,45300
Up,190,0.989457,1.484811,45600
Up,200,0.966359,1.457941,45900
Up,210,0.974847,1.473727,46200
Up,220,0.991706,1.490539,46500
Up,230,0.960026,1.440572,46800
Up,240,1.010021,1.502932,47100
Up,250,1.046207,1.548365,47400
Up,260,1.009912,1.515284,47700
Up,270,0.988139,1.487869,48000
Up,280,1.063948,1.566315,48300
Up,290,1.050807,1.556181,48600
Up,300,1.072392,1.590097,48900
Up,310,1.056662,1.588693,49200
Up,320,1.043380,1.561553,49500
Up,330,1.062704,1.579262,49800
Up,340,1.051897,1.564396,50100
Up,350,1.002113,1.507127,50400
Up,360,1.369133,1.845322,50700
Up,370,1.050378,1.569032,51000
Up,380,1.273418,1.847339,51300
Up,390,1.049422,1.536853,51600
Up,400,1.148961,1.676659,51900
Up,410,1.386538,1.749987,52200
Up,420,1.167656,1.644108,52500
Up,430,1.089799,1.645828,52800
Up,440,1.175266,1.679102,53100
Up,450,1.338648,1.617586,53400
Up,460,1.482502,1.511837,761400
Up,470,1.483453,1.490308,761700
Up,480,1.591048,1.668396,762000
Up,490,1.546151,1.597206,762300
Up,500,1.587391,1.645710,762600
Up,510,1.563126,1.592400,762900
Up,520,1.564787,1.546207,763200
Up,530,1.592104,1.602588,763500
Up,540,1.348443,1.568657,841800
Up,550,1.736688,1.769168,842100
Up,560,0.925048,1.226054,920100
Up,570,1.530253,1.941041,920400
Up,580,1.574586,1.771754,920700
Up,590,1.393532,1.739177,921000
Up,600,1.559107,1.905778,921300
Up,610,1.356012,1.577675,921600
Up,620,1.375420,1.653001,921900
Up,630,1.499841,1.844688,922200
Up,640,1.447779,1.843905,922500
