Up,110,1.044749,1.605810,43200
Up,120,1.068319,1.599562,43500
Up,130,1.071891,1.594826,43800
Up,140,1.013665,1.524564,44100
Up,150,0.991378,1.499537,44400
Up,160,1.049339,1.568432,44700
Up,170,1.011915,1.538331,45000
Up,180,0.984827,1.496520,45300
Up,190,0.972204,1.475074,45600
Up,200,0.966359,1.457941,45900
Up,210,1.010486,1.521741,46200
Up,220,1.039562,1.537385,46500
Up,230,1.064026,1.585386,46800
Up,240,1.089995,1.611443,47100
Up,250,1.050308,1.575896,47400
Up,260,1.026144,1.545095,47700
Up,270,1.103354,1.624327,48000
Up,280,1.088335,1.611759,48300
Up,290,1.109371,1.644928,48600
Up,300,1.092096,1.641817,48900
Up,310,1.077037,1.611926,49200
Up,320,1.095914,1.628613,49500
Up,330,1.083773,1.611802,49800
Up,340,1.401527,1.890067,50100
Up,350,1.118728,1.641799,50400
Up,360,1.288424,1.874880,50700
Up,370,1.197886,1.751243,51000
Up,380,1.214498,1.781023,51300
Up,390,1.442558,1.819824,51600
Up,400,1.253468,1.772046,51900
Up,410,1.146159,1.731674,52200
Up,420,1.234106,1.763940,52500
Up,430,1.401429,1.692358,52800
Up,440,0.920921,1.282233,473100
Up,450,0.940296,1.350350,473400
Up,460,1.184015,1.451979,473700
Up,470,1.426479,1.902545,474000
Up,480,1.131826,1.862752,474300
Up,490,1.331430,1.777339,474600
Up,500,1.206021,1.833434,474900
Up,510,1.152871,1.445471,993900
Up,520,1.364202,1.691205,994200
Up,530,1.315063,1.660454,994500
Up,540,1.308648,1.592606,994800
Up,550,1.622368,1.931297,995100
Up,560,1.274263,1.539041,995400
Up,570,1.499010,1.780456,995700
Up,580,1.027224,1.363335,1559700
Up,590,1.379496,1.853912,1560000
Up,600,1.241996,1.678247,1560300
Up,610,1.394651,1.914106,1560600
Up,620,1.433411,1.880812,1560900
Up,630,1.322454,1.800655,1561200
Up,640,1.409559,1.874434,1561500
Up,650,1.376125,1.914165,1561800
Up,660,1.175045,1.513325,2224800
Up,670,1.198505,1.517943,2225100
Up,680,1.136061,1.455304,2225400
Up,690,1.128906,1.455285,2225700
Up,700,1.103003,1.426450,2226000
Up,710,1.113435,1.417085,2226300
Up,720,1.127104,1.444097,2226600
Up,730,1.089583,1.395986,2226900
Up,740,1.119684,1.426677,2227200
Up,750,1.087387,1.388715,2227500
Up,760,1.058986,1.353907,2227800
Up,770,1.064923,1.342536,2228100
Up,780,1.052020,1.353414,2228400
Up,790,1.041057,1.290186,2228700
Up,800,1.050580,1.309651,2229000
Up,810,1.048654,1.372170,2229300
