Initialized Job 100000
Initialized Job 200000
Initialized Job 300000
Initialized Job 400000
Initialized Job 500000
Initialized Job 600000
Initialized Job 700000
Initialized Job 800000
Initialized Job 900000
Initialized Job 1000000
Total 0-second sums: 133.316665 170.307079
Up,110,0.550188,0.723708,0
Reschedule,453105,0.076420,0.339400,110,386677,0.216300,0.221900,104,0
Reschedule,580922,0.127200,0.312500,106,898204,0.108800,0.125000,99,0
Reschedule,366036,0.127200,0.312500,104,302434,0.063600,0.250000,39,0
Reschedule,815395,0.063600,0.250000,110,783895,0.076420,0.162600,103,0
Reschedule,628218,0.076420,0.339400,84,134502,0.052490,0.187500,50,0
Reschedule,914780,0.063600,0.250000,92,812340,0.139900,0.156200,67,0
Reschedule,367968,0.063600,0.250000,62,608852,0.047730,0.125000,51,0
Reschedule,368136,0.053160,0.187500,98,324932,0.028630,0.125000,46,0
Up,120,0.674164,0.886891,0
Reschedule,504280,0.047730,0.125000,120,437735,0.007767,0.012500,115,0
Reschedule,766382,0.055660,0.125000,117,444515,0.031800,0.056270,45,0
Up,130,0.694118,0.902370,0
Up,140,0.705288,0.908742,0
Reschedule,219985,0.047730,0.062500,139,561300,0.026430,0.037480,80,0
Reschedule,539969,0.047730,0.062500,138,587930,0.015900,0.056270,52,0
Reschedule,540019,0.117400,0.062500,137,300393,0.031800,0.056270,53,0
Reschedule,634556,0.039610,0.062500,137,345759,0.015900,0.031250,127,0
Reschedule,186537,0.071660,0.062500,137,486293,0.031800,0.056270,90,0
Up,150,0.714742,0.916827,0
Reschedule,758242,0.031070,0.187500,148,791112,0.038020,0.112500,146,0
Reschedule,419497,0.047730,0.062500,150,208195,0.020690,0.040650,99,0
Reschedule,717650,0.039610,0.062500,150,221320,0.006836,0.031250,143,0
Reschedule,223662,0.076420,0.084350,134,554115,0.016050,0.031250,38,0
Reschedule,544051,0.118400,0.062500,148,757797,0.015900,0.056270,123,0
Up,160,0.719995,0.925060,0
Reschedule,704978,0.060610,0.250000,160,649992,0.031070,0.187500,153,0
Reschedule,955276,0.031800,0.381300,159,421361,0.076420,0.150600,155,0
Reschedule,556330,0.089600,0.074950,160,492761,0.085690,0.062500,152,0
Up,170,0.717864,0.928388,0
Up,180,0.726299,0.930990,0
Util,300,0.732368,0.938095
Util,600,0.741072,0.946463
Util,900,0.741072,0.946463
Util,1200,0.744415,0.949829
Util,1500,0.735824,0.944850
Util,1800,0.758682,0.964554
Util,2100,0.751911,0.961383
Util,2400,0.739885,0.948308
Util,2700,0.781332,0.978974
Util,3000,0.766423,0.958436
Util,3300,0.761526,0.948859
BackgroundReschedule,951723,0.005440,0.012500,176,1,3600
BackgroundReschedule,139020,0.015900,0.012500,176,1,3600
BackgroundReschedule,549962,0.006836,0.031250,176,1,3600
BackgroundReschedule,230264,0.006104,0.012500,177,1,3600
BackgroundReschedule,737759,0.004662,0.006248,171,1,3600
BackgroundReschedule,750708,0.018650,0.018740,177,1,3600
BackgroundReschedule,6,0.118400,0.062500,180,2,3600
BackgroundReschedule,903153,0.003883,0.000625,171,2,3600
BackgroundReschedule,662238,0.015900,0.012500,177,2,3600
BackgroundReschedule,604211,0.159200,0.062500,180,2,3600
BackgroundReschedule,573851,0.053160,0.062500,177,3,3600
BackgroundReschedule,549841,0.013280,0.015620,2,3,3600
BackgroundReschedule,345207,0.003361,0.000000,172,3,3600
BackgroundReschedule,590908,0.025450,0.062500,2,3,3600
BackgroundReschedule,171895,0.015900,0.012500,2,4,3600
BackgroundReschedule,352982,0.000777,0.006248,172,4,3600
BackgroundReschedule,824937,0.000777,0.006248,175,4,3600
BackgroundReschedule,808253,0.005440,0.012500,2,4,3600
BackgroundReschedule,854105,0.054440,0.031250,171,5,3600
BackgroundReschedule,735832,0.015900,0.012500,171,5,3600
BackgroundReschedule,902565,0.003883,0.000625,173,5,3600
BackgroundReschedule,641172,0.003883,0.000625,174,5,3600
BackgroundReschedule,327471,0.053160,0.062500,172,6,3600
BackgroundReschedule,971667,0.002796,0.003124,176,6,3600
BackgroundReschedule,573774,0.079590,0.068730,173,7,3600
BackgroundReschedule,489516,0.001457,0.006248,177,7,3600
BackgroundReschedule,392652,0.003883,0.000625,180,9,3600
BackgroundReschedule,834647,0.076420,0.084350,174,9,3600
BackgroundReschedule,357266,0.071660,0.068730,175,10,3600
BackgroundReschedule,230384,0.015900,0.012500,171,10,3600
BackgroundReschedule,138896,0.039610,0.062500,176,11,3600
BackgroundReschedule,821981,0.139200,0.006248,2,12,3600
BackgroundReschedule,335456,0.159200,0.062500,173,12,3600
BackgroundReschedule,573270,0.024510,0.024990,2,13,3600
BackgroundReschedule,905232,0.031800,0.062500,12,13,3600
BackgroundReschedule,429748,0.022920,0.065670,176,14,3600
BackgroundReschedule,392628,0.001457,0.006248,2,14,3600
BackgroundReschedule,727136,0.015900,0.012500,12,15,3600
BackgroundReschedule,514319,0.118400,0.062500,177,15,3600
BackgroundReschedule,846900,0.038210,0.062500,180,15,3600
BackgroundReschedule,138672,0.015900,0.012500,12,16,3600
BackgroundReschedule,229879,0.004143,0.006248,12,16,3600
BackgroundReschedule,147277,0.118400,0.062500,2,17,3600
BackgroundReschedule,642668,0.159200,0.062500,173,17,3600
BackgroundReschedule,325510,0.020690,0.040650,172,17,3600
BackgroundReschedule,591410,0.003883,0.000625,12,19,3600
BackgroundReschedule,167889,0.118400,0.062500,12,24,3600
BackgroundReschedule,964642,0.000777,0.006248,171,24,3600
BackgroundReschedule,158222,0.010880,0.006248,171,24,3600
BackgroundReschedule,694330,0.053160,0.062500,24,25,3600
BackgroundReschedule,763358,0.019810,0.062500,179,26,3600
BackgroundReschedule,822347,0.015900,0.012500,171,27,3600
BackgroundReschedule,242332,0.015900,0.012500,174,27,3600
BackgroundReschedule,468979,0.062130,0.062500,179,28,3600
BackgroundReschedule,590435,0.006836,0.031250,175,29,3600
BackgroundReschedule,735574,0.013170,0.030640,179,31,3600
BackgroundReschedule,659751,0.020690,0.040650,180,35,3600
BackgroundReschedule,291991,0.015900,0.012500,180,35,3600
BackgroundReschedule,146686,0.015900,0.012500,24,39,3600
BackgroundReschedule,885196,0.020200,0.056270,171,39,3600
BackgroundReschedule,782802,0.027950,0.031250,24,40,3600
BackgroundReschedule,362464,0.001457,0.006248,172,45,3600
BackgroundReschedule,887352,0.007767,0.012500,175,45,3600
BackgroundReschedule,481682,0.003109,0.003124,172,45,3600
BackgroundReschedule,823243,0.076420,0.084960,55,46,3600
BackgroundReschedule,861184,0.003109,0.006248,172,47,3600
BackgroundReschedule,870125,0.005440,0.012500,177,47,3600
BackgroundReschedule,703694,0.026430,0.037480,171,50,3600
BackgroundReschedule,990226,0.013170,0.030640,171,50,3600
BackgroundReschedule,948823,0.001457,0.006248,173,52,3600
BackgroundReschedule,329562,0.007767,0.012500,2,52,3600
BackgroundReschedule,934292,0.015900,0.012500,55,58,3600
BackgroundReschedule,415808,0.007767,0.012500,12,58,3600
BackgroundReschedule,356699,0.003883,0.000625,174,59,3600
BackgroundReschedule,316058,0.071410,0.003124,50,60,3600
