Initialized Job 100000
Initialized Job 200000
Initialized Job 300000
Initialized Job 400000
Initialized Job 500000
Initialized Job 600000
Initialized Job 700000
Initialized Job 800000
Initialized Job 900000
Initialized Job 1000000
Total 0-second sums: 133.316665 170.307079
Up,110,0.550188,0.723708,0
Up,120,0.594614,0.775076,0
Up,130,0.603612,0.786220,0
Up,140,0.613055,0.797208,0
Up,150,0.657971,0.843592,0
Up,160,0.677673,0.864615,0
Up,170,0.677520,0.865107,0
Up,180,0.672723,0.861821,0
Up,190,0.688209,0.876806,0
Util,300,0.692720,0.882303
Util,600,0.701667,0.896353
Util,900,0.701667,0.896353
Util,1200,0.704834,0.899542
Util,1500,0.696695,0.894825
Util,1800,0.718350,0.913492
Util,2100,0.711936,0.910488
Util,2400,0.700542,0.898101
Util,2700,0.739807,0.927153
Util,3000,0.725684,0.907695
Util,3300,0.721044,0.898623
BackgroundReschedule,951723,0.005440,0.012500,185,1,3600
BackgroundReschedule,139020,0.015900,0.012500,189,1,3600
BackgroundReschedule,549962,0.006836,0.031250,189,1,3600
BackgroundReschedule,230264,0.006104,0.012500,190,1,3600
BackgroundReschedule,737759,0.004662,0.006248,182,1,3600
BackgroundReschedule,6,0.118400,0.062500,91,2,3600
BackgroundReschedule,903153,0.003883,0.000625,182,2,3600
BackgroundReschedule,662238,0.015900,0.012500,55,2,3600
BackgroundReschedule,604211,0.159200,0.062500,91,2,3600
BackgroundReschedule,573851,0.053160,0.062500,2,3,3600
BackgroundReschedule,549841,0.013280,0.015620,2,3,3600
BackgroundReschedule,345207,0.003361,0.000000,2,3,3600
BackgroundReschedule,834749,0.015900,0.012500,2,3,3600
BackgroundReschedule,322988,0.010880,0.000625,184,3,3600
BackgroundReschedule,956170,0.053160,0.062500,2,4,3600
BackgroundReschedule,918119,0.007767,0.031250,2,4,3600
BackgroundReschedule,954460,0.004662,0.003124,186,4,3600
BackgroundReschedule,893072,0.089840,0.065670,182,4,3600
BackgroundReschedule,606087,0.039610,0.062500,181,4,3600
BackgroundReschedule,824937,0.000777,0.006248,186,4,3600
BackgroundReschedule,854105,0.054440,0.031250,155,5,3600
BackgroundReschedule,735832,0.015900,0.012500,2,5,3600
BackgroundReschedule,902565,0.003883,0.000625,183,5,3600
BackgroundReschedule,641172,0.003883,0.000625,184,5,3600
BackgroundReschedule,840499,0.020690,0.040650,3,5,3600
BackgroundReschedule,783742,0.031800,0.062500,175,5,3600
BackgroundReschedule,627122,0.015900,0.056270,181,5,3600
BackgroundReschedule,327471,0.053160,0.062500,183,6,3600
BackgroundReschedule,885589,0.003887,0.018740,2,6,3600
BackgroundReschedule,446943,0.039610,0.062500,184,6,3600
BackgroundReschedule,489516,0.001457,0.006248,188,7,3600
BackgroundReschedule,618522,0.000777,0.006248,188,7,3600
BackgroundReschedule,863111,0.002331,0.006248,190,7,3600
BackgroundReschedule,800563,0.003883,0.000625,189,7,3600
BackgroundReschedule,176369,0.003883,0.000625,189,7,3600
BackgroundReschedule,612237,0.076420,0.103800,7,8,3600
BackgroundReschedule,360080,0.159200,0.062500,7,8,3600
BackgroundReschedule,653976,0.015900,0.012500,8,9,3600
BackgroundReschedule,774153,0.005440,0.012500,7,9,3600
BackgroundReschedule,626202,0.134300,0.006248,186,9,3600
BackgroundReschedule,964618,0.013170,0.030640,186,9,3600
BackgroundReschedule,157977,0.000777,0.006248,7,9,3600
BackgroundReschedule,357266,0.071660,0.068730,7,10,3600
BackgroundReschedule,230384,0.015900,0.012500,9,10,3600
BackgroundReschedule,315550,0.000777,0.006248,186,10,3600
BackgroundReschedule,359666,0.015900,0.012500,9,10,3600
BackgroundReschedule,861394,0.132300,0.006248,10,11,3600
BackgroundReschedule,477439,0.007767,0.012500,10,11,3600
BackgroundReschedule,729176,0.020200,0.056270,8,11,3600
BackgroundReschedule,699870,0.006836,0.031250,7,11,3600
BackgroundReschedule,885584,0.031800,0.062500,11,12,3600
BackgroundReschedule,189657,0.003883,0.007500,9,12,3600
BackgroundReschedule,776752,0.015900,0.012500,10,12,3600
BackgroundReschedule,335456,0.159200,0.062500,11,12,3600
BackgroundReschedule,826284,0.002174,0.004372,10,12,3600
BackgroundReschedule,573270,0.024510,0.024990,12,13,3600
BackgroundReschedule,905232,0.031800,0.062500,12,13,3600
BackgroundReschedule,253721,0.159200,0.062500,12,13,3600
BackgroundReschedule,429748,0.022920,0.065670,8,14,3600
BackgroundReschedule,392628,0.001457,0.006248,10,14,3600
BackgroundReschedule,899264,0.005440,0.012500,12,14,3600
BackgroundReschedule,441998,0.004662,0.003124,10,14,3600
BackgroundReschedule,892890,0.076420,0.084960,11,15,3600
BackgroundReschedule,905329,0.018650,0.021880,8,15,3600
BackgroundReschedule,769773,0.003883,0.000625,12,15,3600
BackgroundReschedule,392059,0.003109,0.062500,12,16,3600
BackgroundReschedule,229879,0.004143,0.006248,186,16,3600
BackgroundReschedule,147277,0.118400,0.062500,9,17,3600
BackgroundReschedule,642668,0.159200,0.062500,14,17,3600
BackgroundReschedule,325510,0.020690,0.040650,12,17,3600
BackgroundReschedule,520817,0.013170,0.030640,11,17,3600
BackgroundReschedule,572962,0.053160,0.062500,185,18,3600
BackgroundReschedule,332195,0.033390,0.000625,14,18,3600
BackgroundReschedule,459784,0.001457,0.006248,14,19,3600
BackgroundReschedule,294402,0.003883,0.000625,14,19,3600
BackgroundReschedule,391320,0.076420,0.084960,186,20,3600
BackgroundReschedule,167889,0.118400,0.062500,10,24,3600
BackgroundReschedule,964642,0.000777,0.006248,7,24,3600
BackgroundReschedule,296404,0.079590,0.068730,14,24,3600
BackgroundReschedule,550476,0.039610,0.062500,18,24,3600
BackgroundReschedule,572691,0.053160,0.062500,24,26,3600
BackgroundReschedule,764560,0.000000,0.000000,188,26,3600
BackgroundReschedule,763481,0.092290,0.078120,188,27,3600
BackgroundReschedule,900790,0.000000,0.000000,189,27,3600
BackgroundReschedule,468979,0.062130,0.062500,189,28,3600
BackgroundReschedule,614523,0.007950,0.006248,7,28,3600
BackgroundReschedule,795681,0.015900,0.012500,12,28,3600
BackgroundReschedule,145766,0.075560,0.068730,190,28,3600
BackgroundReschedule,735244,0.015900,0.012500,12,30,3600
BackgroundReschedule,735574,0.013170,0.030640,14,31,3600
BackgroundReschedule,124093,0.002174,0.004372,9,31,3600
BackgroundReschedule,146093,0.019810,0.062500,16,31,3600
BackgroundReschedule,534519,0.020690,0.040650,24,31,3600
BackgroundReschedule,658424,0.004974,0.019380,18,31,3600
BackgroundReschedule,549571,0.019010,0.062500,185,33,3600
BackgroundReschedule,814068,0.015900,0.012500,127,34,3600
BackgroundReschedule,334,0.076420,0.162600,190,34,3600
BackgroundReschedule,246779,0.013170,0.030640,164,34,3600
BackgroundReschedule,659751,0.020690,0.040650,183,35,3600
BackgroundReschedule,291991,0.015900,0.012500,34,35,3600
BackgroundReschedule,799011,0.159200,0.062500,166,36,3600
BackgroundReschedule,622446,0.049620,0.031250,34,36,3600
BackgroundReschedule,916052,0.159200,0.062500,184,36,3600
BackgroundReschedule,735073,0.118400,0.062500,147,41,3600
BackgroundReschedule,624925,0.001457,0.006248,9,41,3600
BackgroundReschedule,352915,0.002331,0.006248,10,43,3600
BackgroundReschedule,213489,0.024510,0.024990,34,43,3600
BackgroundReschedule,373814,0.006836,0.031250,182,45,3600
BackgroundReschedule,231078,0.015900,0.012500,34,45,3600
BackgroundReschedule,227541,0.146500,0.006248,23,46,3600
BackgroundReschedule,735,0.031800,0.062500,2,46,3600
BackgroundReschedule,725910,0.015900,0.012500,23,46,3600
BackgroundReschedule,761731,0.025450,0.024990,36,46,3600
BackgroundReschedule,736003,0.082280,0.031250,28,47,3600
BackgroundReschedule,861184,0.003109,0.006248,10,47,3600
BackgroundReschedule,240264,0.015900,0.012500,23,47,3600
BackgroundReschedule,291221,0.070560,0.031250,31,48,3600
BackgroundReschedule,641097,0.015900,0.012500,28,48,3600
BackgroundReschedule,318779,0.076420,0.103800,3,51,3600
BackgroundReschedule,441647,0.003883,0.006248,12,51,3600
BackgroundReschedule,391111,0.007767,0.012500,31,53,3600
BackgroundReschedule,773833,0.047730,0.031250,189,53,3600
BackgroundReschedule,479470,0.006218,0.018740,34,56,3600
BackgroundReschedule,834061,0.134300,0.006248,25,56,3600
BackgroundReschedule,148574,0.027950,0.031250,184,56,3600
BackgroundReschedule,686330,0.003883,0.000625,9,57,3600
BackgroundReschedule,662849,0.001457,0.006248,12,57,3600
BackgroundReschedule,316058,0.071410,0.003124,13,60,3600
BackgroundReschedule,349206,0.015900,0.012500,13,60,3600
BackgroundReschedule,737604,0.058780,0.003124,25,60,3600
BackgroundReschedule,943620,0.085820,0.031250,25,60,3600
BackgroundReschedule,460994,0.015900,0.012500,25,61,3600
BackgroundReschedule,733820,0.001457,0.006248,18,61,3600
BackgroundReschedule,641045,0.058780,0.003124,54,61,3600
BackgroundReschedule,847257,0.132300,0.006248,28,61,3600
BackgroundReschedule,690264,0.015530,0.031250,28,61,3600
BackgroundReschedule,7787,0.007767,0.012500,28,61,3600
BackgroundReschedule,385933,0.015900,0.012500,54,61,3600
BackgroundReschedule,823549,0.007301,0.018740,147,62,3600
BackgroundReschedule,943089,0.015900,0.012500,186,62,3600
BackgroundReschedule,839386,0.012700,0.053100,7,62,3600
BackgroundReschedule,443806,0.132300,0.006248,31,62,3600
BackgroundReschedule,460530,0.098510,0.062500,62,63,3600
BackgroundReschedule,390067,0.001457,0.006248,24,63,3600
BackgroundReschedule,263431,0.020690,0.040650,31,63,3600
BackgroundReschedule,306372,0.003883,0.000625,11,63,3600
BackgroundReschedule,373540,0.039610,0.062500,62,63,3600
BackgroundReschedule,525490,0.031800,0.062500,2,64,3600
BackgroundReschedule,822032,0.159200,0.062500,62,67,3600
BackgroundReschedule,930655,0.001457,0.006248,24,67,3600
BackgroundReschedule,373753,0.009796,0.062500,9,71,3600
BackgroundReschedule,805819,0.159200,0.062500,62,71,3600
BackgroundReschedule,845481,0.015530,0.006248,26,71,3600
BackgroundReschedule,571662,0.085690,0.062500,71,72,3600
BackgroundReschedule,35178,0.159200,0.062500,71,72,3600
BackgroundReschedule,831633,0.053160,0.062500,71,73,3600
BackgroundReschedule,802701,0.000000,0.000000,71,74,3600
BackgroundReschedule,477170,0.015900,0.012500,71,74,3600
BackgroundReschedule,212339,0.159200,0.062500,4,75,3600
BackgroundReschedule,534330,0.027950,0.031250,71,75,3600
BackgroundReschedule,643995,0.054380,0.006248,56,76,3600
BackgroundReschedule,689969,0.069090,0.062500,71,76,3600
BackgroundReschedule,990777,0.017460,0.062500,72,76,3600
BackgroundReschedule,833100,0.013170,0.030640,72,77,3600
BackgroundReschedule,145955,0.012700,0.053100,72,77,3600
BackgroundReschedule,13848,0.007767,0.024990,73,77,3600
BackgroundReschedule,904616,0.015530,0.031250,7,78,3600
BackgroundReschedule,450688,0.015900,0.012500,56,78,3600
BackgroundReschedule,135060,0.015900,0.012500,75,78,3600
BackgroundReschedule,952587,0.015900,0.012500,75,78,3600
BackgroundReschedule,296675,0.015900,0.012500,75,81,3600
BackgroundReschedule,905948,0.015900,0.012500,75,81,3600
