Up,110,1.178190,1.738189,43200
Up,120,1.217908,1.797717,43500
Up,130,1.415733,1.959137,43800
Up,140,1.489707,2.069505,44100
Up,150,1.349930,1.921238,44400
Up,160,1.396394,1.999775,44700
Up,170,1.402986,1.978809,45000
Up,180,1.411276,1.990263,45300
Up,190,1.525608,2.118594,45600
Up,200,1.470044,2.096448,45900
Up,210,1.506149,2.115880,46200
Up,220,1.479453,2.093801,46500
Up,230,1.465018,2.088760,46800
Up,240,1.411398,2.035953,47100
Up,250,1.410905,2.031818,47400
Up,260,1.466620,2.068896,47700
Up,270,1.429280,2.069991,48000
Up,280,1.445105,2.082646,48300
Up,290,1.409305,2.029754,48600
Up,300,1.448750,2.096530,48900
Up,310,1.455934,2.098950,49200
Up,320,1.412926,2.045809,49500
Up,330,1.509055,2.147986,49800
Up,340,1.500473,2.154431,50100
Up,350,1.468900,2.117108,50400
Up,360,1.503605,2.147226,50700
Up,370,1.490531,2.160293,51000
Up,380,1.471670,2.138042,51300
Up,390,1.514910,2.180538,51600
Up,400,1.500992,2.164802,51900
Up,410,1.505176,2.168042,52200
Up,420,1.500695,2.168176,52500
Up,430,1.534685,2.191629,52800
Up,440,1.531780,2.195952,53100
Up,450,1.512027,2.173217,53400
Up,460,1.501358,2.166753,53700
Up,470,1.484465,2.153366,54000
Up,480,1.490317,2.163492,54300
Up,490,1.486356,2.159598,54600
Up,500,1.503596,2.173045,54900
Up,510,1.467484,2.139765,55200
Up,520,1.480387,2.150052,55500
Up,530,1.450851,2.119252,55800
Up,540,1.471024,2.144840,56100
Up,550,1.789146,2.418977,56400
Up,560,1.663016,2.338333,56700
Up,570,1.478754,2.130101,57000
Up,580,1.438854,2.128995,57300
Up,590,1.806919,2.528759,57600
Up,600,1.588126,2.283476,57900
Up,610,1.714632,2.458592,58200
Up,620,1.499587,2.236144,58500
Up,630,1.894480,2.230191,58800
Up,640,1.736242,2.383220,59100
Up,650,1.514268,2.175321,59400
Up,660,1.757170,2.409623,59700
Up,670,1.517959,2.149295,60000
Up,680,1.978280,2.306858,60300
Up,690,1.800563,2.342826,60600
Up,700,1.963851,2.291865,60900
Up,710,2.051950,2.099027,761400
Up,720,2.047798,2.077845,761700
Up,730,2.043759,2.057243,762000
Up,740,2.039483,2.036811,762300
Up,750,2.035663,2.017306,762600
Up,760,2.033327,1.998050,762900
Up,770,2.029686,1.979554,763200
Up,780,2.026139,1.961533,763500
Up,790,2.263827,2.316046,763800
Up,800,2.109983,2.112988,764100
Up,810,2.203382,2.187759,764400
Up,820,2.247069,2.223034,764700
Up,830,2.333380,2.232573,765000
Up,840,2.417931,2.383047,765300
Up,850,1.538235,1.857773,987600
Up,860,2.060596,2.553593,987900
Up,870,2.014983,2.242420,988200
Up,880,2.040068,2.424616,988500
Up,890,1.722583,2.035968,988800
Up,900,2.161531,2.429015,989100
Up,910,2.167321,2.491459,989400
Up,920,2.099721,2.541200,989700
Up,930,1.729936,2.088386,990000
Up,940,1.635355,1.999231,990300
Up,950,1.728432,2.059296,990600
Up,960,2.207876,2.542602,990900
Up,970,1.612310,1.938787,991200
Up,980,1.529823,1.836831,1447800
Up,990,1.543904,1.824074,1448100
Up,1000,1.806985,2.203150,1448400
Up,1010,1.709796,2.076553,1448700
Up,1020,1.514113,1.855608,1639200
Up,1030,1.526476,1.842607,1639500
Up,1040,1.539857,1.830077,1639800
Up,1050,1.553037,1.818113,1640100
Up,1060,1.565968,1.806376,1640400
Up,1070,1.578658,1.794857,1640700
Up,1080,1.591113,1.783552,1641000
Up,1090,1.581077,1.773929,1641300
Up,1100,1.479540,1.814183,1641600
Up,1110,1.543845,1.900498,1641900
Up,1120,1.621047,1.740796,1642200
Up,1130,1.657944,2.060672,1642500
Up,1140,1.419268,1.728740,1642800
Up,1150,1.656624,1.709182,1643100
Up,1160,2.109816,2.679813,1643400
Up,1170,1.816462,2.172387,1643700
Up,1180,2.234670,2.524060,1644000
Up,1190,1.449287,1.761945,1644300
Up,1200,1.703722,1.981308,1644600
