TotalResources,63.908467,70.247164,300
TotalResources,63.908467,70.247164,600
TotalResources,63.908467,70.247164,900
TotalResources,63.361002,69.716064,1200
TotalResources,63.361002,69.716064,1500
TotalResources,63.361002,69.716064,1800
TotalResources,63.106501,69.466164,2100
TotalResources,63.106501,69.466164,2400
TotalResources,63.106501,69.466164,2700
TotalResources,65.239096,73.667324,3000
TotalResources,69.212126,77.373554,3300
TotalResources,75.420517,83.750671,3600
TotalResources,75.293267,83.625721,3900
TotalResources,75.293267,83.625721,4200
TotalResources,77.046402,85.704016,4500
TotalResources,77.046402,85.704016,4800
TotalResources,77.046402,85.704016,5100
TotalResources,77.046402,85.704016,5400
TotalResources,77.046402,85.704016,5700
TotalResources,77.046402,85.704016,6000
TotalResources,77.046402,85.704016,6300
TotalResources,77.046402,85.704016,6600
TotalResources,77.046402,85.704016,6900
TotalResources,77.046402,85.704016,7200
TotalResources,77.046402,85.704016,7500
TotalResources,77.046402,85.704016,7800
TotalResources,77.046402,85.704016,8100
TotalResources,78.597772,88.172879,8400
TotalResources,79.960372,90.001129,8700
TotalResources,79.960372,90.001129,9000
TotalResources,81.651422,90.501019,9300
TotalResources,81.651422,90.501019,9600
TotalResources,81.651422,90.501019,9900
TotalResources,81.340772,90.188519,10200
TotalResources,81.074972,89.876019,10500
TotalResources,81.074972,89.876019,10800
TotalResources,81.074972,89.876019,11100
TotalResources,81.074972,89.876019,11400
TotalResources,81.074972,89.876019,11700
TotalResources,81.074972,89.876019,12000
TotalResources,81.074972,89.876019,12300
TotalResources,81.074972,89.876019,12600
TotalResources,81.074972,89.876019,12900
TotalResources,81.074972,89.876019,13200
TotalResources,81.074972,89.876019,13500
TotalResources,81.074972,89.876019,13800
TotalResources,81.074972,89.876019,14100
TotalResources,81.074972,89.876019,14400
TotalResources,81.074972,89.876019,14700
TotalResources,81.074972,89.876019,15000
TotalResources,81.074972,89.876019,15300
TotalResources,81.074972,89.876019,15600
TotalResources,80.597972,88.938519,15900
TotalResources,80.438972,88.626019,16200
TotalResources,79.961972,87.688519,16500
TotalResources,79.961972,87.688519,16800
TotalResources,79.961972,87.688519,17100
TotalResources,79.961972,87.688519,17400
TotalResources,79.961972,87.688519,17700
TotalResources,79.961972,87.688519,18000
TotalResources,79.961972,87.688519,18300
TotalResources,79.961972,87.688519,18600
TotalResources,79.961972,87.688519,18900
TotalResources,79.961972,87.688519,19200
TotalResources,79.961972,87.688519,19500
TotalResources,79.961972,87.688519,19800
TotalResources,79.961972,87.688519,20100
TotalResources,79.961972,87.688519,20400
TotalResources,79.961972,87.688519,20700
TotalResources,79.961972,87.688519,21000
TotalResources,79.961972,87.688519,21300
TotalResources,79.961972,87.688519,21600
TotalResources,79.961972,87.688519,21900
TotalResources,79.961972,87.688519,22200
