300,0.692720,0.882303
600,0.701667,0.896353
900,0.701667,0.896353
1200,0.704834,0.899542
1500,0.696695,0.894825
1800,0.718350,0.913492
2100,0.711936,0.910488
2400,0.700542,0.898101
2700,0.739807,0.927153
3000,0.725684,0.907695
3300,0.721044,0.898623
3600,0.709700,0.885259
3900,0.718477,0.889496
4200,0.717684,0.888789
4500,0.713793,0.888423
4800,0.722332,0.896369
5100,0.707383,0.884317
5400,0.712084,0.892347
5700,0.695667,0.890253
6000,0.690878,0.887919
6300,0.694244,0.891797
6600,0.695717,0.891779
6900,0.693444,0.889456
7200,0.697104,0.893121
7500,0.697488,0.893277
7800,0.695577,0.891502
8100,0.693027,0.895185
8400,0.692494,0.895646
8700,0.697743,0.901376
9000,0.696514,0.904749
9300,0.690957,0.895319
9600,0.688796,0.888555
9900,0.688520,0.887430
10200,0.687036,0.882755
10500,0.692151,0.896196
10800,0.689976,0.891593
11100,0.691614,0.889915
11400,0.691045,0.887941
11700,0.688676,0.883871
12000,0.685566,0.880471
12300,0.679853,0.875970
12600,0.681162,0.878967
12900,0.697353,0.887950
13200,0.704365,0.889879
13500,0.699367,0.895607
13800,0.709649,0.904500
14100,0.708910,0.890953
14400,0.712291,0.889036
14700,0.728608,0.901635
15000,0.717407,0.895991
15300,0.705389,0.902501
15600,0.701234,0.891269
15900,0.697285,0.881820
16200,0.699696,0.881465
16500,0.705523,0.896992
16800,0.721229,0.895645
17100,0.717682,0.893952
17400,0.701361,0.890130
17700,0.707489,0.895196
18000,0.707344,0.906956
18300,0.703899,0.890756
18600,0.704141,0.893499
18900,0.704339,0.893312
19200,0.704813,0.897321
19500,0.711950,0.903959
19800,0.714085,0.910784
20100,0.715004,0.913267
20400,0.714425,0.912328
20700,0.710206,0.909062
21000,0.715719,0.914638
21300,0.713040,0.910050
21600,0.714139,0.921759
21900,0.712066,0.908998
22200,0.718328,0.923579
22500,0.720085,0.921692
22800,0.722308,0.912372
23100,0.744810,0.916075
23400,0.736600,0.902501
23700,0.735105,0.894812
24000,0.734350,0.902868
24300,0.728223,0.889318
24600,0.734215,0.897131
24900,0.733292,0.895589
25200,0.726867,0.888496
25500,0.726127,0.885522
25800,0.724871,0.886344
26100,0.728786,0.897834
26400,0.720493,0.884069
26700,0.725534,0.912451
27000,0.719173,0.879866
27300,0.725877,0.887182
27600,0.731051,0.911328
27900,0.735889,0.912660
28200,0.737844,0.912543
28500,0.734698,0.911787
28800,0.748983,0.925159
29100,0.593533,0.853860
29400,0.765226,0.929446
29700,0.765160,0.931327
30000,0.764096,0.929908
30300,0.766610,0.941081
30600,0.765572,0.929595
30900,0.766213,0.934694
31200,0.766264,0.935186
31500,0.766553,0.931452
31800,0.767206,0.931522
32100,0.766999,0.930733
32400,0.745186,0.903418
32700,0.748018,0.911990
33000,0.784336,0.971222
33300,0.782882,0.962240
33600,0.782667,0.962561
33900,0.769961,0.943475
34200,0.753158,0.919179
34500,0.750149,0.913200
34800,0.742589,0.909657
35100,0.741262,0.913770
35400,0.743282,0.916267
35700,0.774761,0.905693
36000,0.773627,0.903706
36300,0.775804,0.909676
36600,0.773358,0.904084
36900,0.776496,0.909906
37200,0.764820,0.904556
37500,0.752508,0.900650
37800,0.754241,0.902805
38100,0.757887,0.913363
38400,0.755638,0.906739
38700,0.770019,0.962993
39000,0.769689,0.962075
39300,0.769418,0.963099
39600,0.764515,0.953036
39900,0.773512,0.963844
40200,0.774144,0.968452
40500,0.774342,0.973976
40800,0.768552,0.958473
41100,0.768042,0.958694
41400,0.769058,0.960923
41700,0.779880,0.982805
42000,0.776630,0.969272
42300,0.773559,0.963038
42600,0.774368,0.959415
42900,0.778486,0.971109
43200,0.775024,0.965531
43500,0.774912,0.965396
43800,0.774930,0.964700
44100,0.772923,0.963973
44400,0.773329,0.963710
44700,0.772996,0.964220
45000,0.772158,0.965140
45300,0.768961,0.964269
45600,0.768243,0.960930
45900,0.767924,0.961226
46200,0.768435,0.961446
46500,0.768717,0.965650
46800,0.769229,0.968829
47100,0.770382,0.953856
47400,0.766250,0.950927
47700,0.748021,0.927375
48000,0.774058,0.910111
48300,0.790938,0.962295
48600,0.779004,0.955936
48900,0.762019,0.929224
49200,0.762157,0.925439
49500,0.760978,0.918401
49800,0.760491,0.915655
50100,0.760057,0.917418
50400,0.754527,0.903322
50700,0.753371,0.906719
51000,0.798483,0.949161
51300,0.797565,0.944859
51600,0.799719,0.942631
51900,0.799969,0.943504
52200,0.636736,0.868170
52500,0.744358,0.886662
52800,0.721847,0.865432
53100,0.707893,0.852270
53400,0.706216,0.856898
53700,0.708249,0.866390
54000,0.707695,0.858171
54300,0.720867,0.864456
54600,0.716700,0.861323
54900,0.715380,0.858149
55200,0.704844,0.851198
55500,0.704938,0.851265
55800,0.704691,0.852460
56100,0.711816,0.859886
56400,0.702725,0.858517
56700,0.707974,0.854557
57000,0.700687,0.846582
57300,0.700210,0.848406
57600,0.697334,0.844279
57900,0.722997,0.864736
58200,0.724495,0.858187
58500,0.725007,0.856702
58800,0.728540,0.869740
59100,0.725983,0.859313
59400,0.732230,0.862513
59700,0.728319,0.866090
60000,0.732087,0.858823
60300,0.732237,0.859150
60600,0.723339,0.847400
60900,0.715473,0.840088
61200,0.717543,0.847436
61500,0.714980,0.839409
61800,0.717540,0.840770
62100,0.719161,0.844366
62400,0.705104,0.836111
62700,0.700199,0.831549
63000,0.702233,0.832225
63300,0.709618,0.859209
63600,0.706596,0.860765
63900,0.707059,0.856226
64200,0.729134,0.861075
64500,0.724730,0.856215
64800,0.726934,0.869518
65100,0.727013,0.871971
65400,0.725102,0.869162
65700,0.726853,0.872147
66000,0.725492,0.870182
66300,0.720948,0.860158
66600,0.733789,0.862295
66900,0.697483,0.822079
67200,0.700592,0.818728
67500,0.700462,0.821453
67800,0.695936,0.825631
68100,0.697421,0.817210
68400,0.693521,0.814458
68700,0.697060,0.815842
69000,0.691424,0.812963
69300,0.684256,0.797583
69600,0.689596,0.808938
69900,0.690926,0.810552
70200,0.691407,0.810619
70500,0.692161,0.819610
70800,0.690492,0.814866
71100,0.694081,0.824229
71400,0.697891,0.832467
71700,0.713952,0.833693
72000,0.716264,0.836330
72300,0.712541,0.838508
72600,0.696043,0.823651
72900,0.698909,0.828263
73200,0.703083,0.826519
73500,0.698993,0.817543
73800,0.700730,0.826549
74100,0.710108,0.844925
74400,0.699980,0.825286
74700,0.726721,0.831925
75000,0.741935,0.847535
75300,0.737386,0.837699
75600,0.720147,0.834067
75900,0.716119,0.832883
76200,0.714361,0.832302
76500,0.712309,0.827907
76800,0.712653,0.829877
77100,0.711693,0.831289
77400,0.711037,0.832086
77700,0.713776,0.845728
