300,167.637509
600,170.307079
900,170.307079
1200,170.912965
1500,170.016696
1800,173.563463
2100,172.992756
2400,170.639249
2700,176.159127
3000,172.462140
3300,170.738424
3600,168.199162
3900,169.004187
4200,168.869859
4500,168.800361
4800,170.310146
5100,168.020305
5400,169.545911
5700,169.148119
6000,168.704611
6300,169.441448
6600,169.438011
6900,168.996550
7200,169.693070
7500,169.722715
7800,169.385325
8100,170.085117
8400,170.172777
8700,171.261487
9000,171.902395
9300,170.110577
9600,168.825397
9900,168.611689
10200,167.723427
10500,170.277193
10800,169.402646
11100,169.083777
11400,168.708747
11700,167.935419
12000,167.289572
12300,166.434394
12600,167.003767
12900,168.710444
13200,169.076997
13500,170.165369
13800,171.855071
14100,169.281114
14400,168.916820
14700,171.310684
15000,170.238240
15300,171.475130
15600,169.341107
15900,167.545784
16200,167.478349
16500,170.428442
16800,170.172501
17100,169.850812
17400,169.124730
17700,170.087240
18000,172.321610
18300,169.243680
18600,169.764734
18900,169.729306
19200,170.491062
19500,171.752135
19800,173.048934
20100,173.520660
20400,173.342278
20700,172.721784
21000,173.781206
21300,172.909579
21600,175.134146
21900,172.709588
22200,175.480034
22500,175.121444
22800,173.350722
23100,174.054229
23400,171.475232
23700,170.014201
24000,171.544981
24300,168.970460
24600,170.454963
24900,170.161852
25200,168.814182
25500,168.249134
25800,168.405421
26100,170.588506
26400,167.973058
26700,173.365689
27000,167.174530
27300,168.564589
27600,173.152229
27900,173.405314
28200,173.383175
28500,173.239552
28800,175.780137
29100,162.233467
29400,176.594646
29700,176.952207
30000,176.682516
30300,178.805455
30600,176.623094
30900,177.591846
31200,177.685396
31500,176.975887
31800,176.989157
32100,176.839177
32400,171.649491
32700,173.278173
33000,184.432260
33300,182.925638
33600,182.886517
33900,179.260333
34200,174.644017
34500,173.508014
34800,172.834851
35100,173.616360
35400,174.090710
35700,172.081706
36000,171.704120
36300,172.838490
36600,171.775989
36900,172.882197
37200,171.865687
37500,171.123582
37800,171.532881
38100,173.538987
38400,172.280403
38700,182.968648
39000,182.794343
39300,182.988783
39600,181.076907
39900,183.130311
40200,184.005961
40500,185.055413
40800,182.109905
41100,182.151916
41400,182.575362
41700,186.732968
42000,184.161606
42300,182.977254
42600,182.288784
42900,184.510654
43200,183.450966
43500,183.425335
43800,183.292968
44100,183.154857
44400,183.104830
44700,183.201706
45000,183.376542
45300,183.211069
45600,182.576684
45900,182.632938
46200,182.674788
46500,183.473408
46800,184.077540
47100,181.232718
47400,180.676158
47700,176.201344
48000,172.921158
48300,182.836040
48600,181.627747
48900,176.552525
49200,175.833448
49500,174.496257
49800,173.974529
50100,174.309449
50400,171.631209
50700,172.276700
51000,180.340559
51300,179.523241
51600,179.099815
51900,179.265823
52200,164.952245
52500,177.519859
52800,173.086335
53100,170.453985
53400,171.379654
53700,173.277924
54000,171.634144
54300,172.891194
54600,172.264694
54900,171.629768
55200,170.239644
55500,170.253075
55800,170.491966
56100,171.977229
56400,171.703334
56700,170.911479
57000,169.316428
57300,169.681117
57600,168.855786
57900,172.947130
58200,171.637301
58500,171.340424
58800,173.947940
59100,171.862602
59400,172.502616
59700,173.218034
60000,171.764598
60300,171.830064
60600,169.167524
60900,168.017595
61200,169.487240
61500,167.881843
61800,168.154004
62100,168.873145
62400,167.222190
62700,166.309805
63000,166.444953
63300,171.841839
63600,172.153029
63900,171.245273
64200,172.214982
64500,171.243083
64800,173.903633
65100,174.394211
65400,173.832428
65700,174.429486
66000,174.036417
66300,172.031531
66600,172.459015
66900,173.011615
67200,171.932844
67500,172.505147
67800,173.382595
68100,171.614166
68400,171.036141
68700,171.326808
69000,170.722307
69300,167.492453
69600,169.877062
69900,170.215885
70200,170.229937
70500,172.118131
70800,171.121937
71100,173.088118
71400,174.818024
71700,175.075554
72000,175.629316
72300,176.086663
72600,172.966649
72900,173.935214
73200,173.568938
73500,171.684014
73800,173.575291
74100,177.434219
74400,173.310125
74700,174.704149
75000,177.982440
75300,175.916738
75600,175.154067
75900,174.905447
76200,174.783502
76500,173.860415
76800,174.274214
77100,174.570717
77400,174.738011
77700,177.602776
78000,179.243357
78300,176.503706
78600,179.725999
78900,176.416341
79200,176.739534
79500,175.147677
79800,174.939226
80100,173.812448
80400,176.175158
80700,175.870442
81000,175.220404
81300,173.400852
81600,176.408857
81900,174.774514
82200,175.529794
82500,174.477260
82800,174.903500
83100,172.138760
83400,178.831248
83700,176.514904
84000,172.108060
84300,174.145487
84600,174.953740
84900,174.879344
85200,172.877484
85500,169.091860
85800,173.386545
86100,171.578394
86400,172.841194
86700,175.069796
87000,170.308131
87300,169.607277
87600,169.573376
87900,170.260252
88200,171.948513
88500,171.146279
88800,170.404774
89100,174.402907
89400,175.507075
89700,173.524765
90000,173.146877
90300,173.596307
90600,170.870520
90900,170.944095
91200,166.971600
91500,169.379365
91800,169.942087
92100,170.410609
